title,genre,description,language,duration,episodes,rating,cast,keywords,source,poster_url,combined_features
the lion king,animation adventure drama,lion prince simba and his father are targeted by his bitter uncle who wants to ascend the throne himself,english,88.0,1,8.5,rob minkoff matthew broderick jeremy irons james earl jones,animation adventure drama,imdb,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg",animation adventure drama english 88.0 1 animation adventure drama lion prince simba and his father are targeted by his bitter uncle who wants to ascend the throne himself rob minkoff matthew broderick jeremy irons james earl jones
terminator 2 judgment day,action sci fi,a cyborg identical to the one who failed to kill sarah connor must now protect her teenage son john connor from a more advanced and powerful cyborg,english,137.0,1,8.5,arnold schwarzenegger linda hamilton edward furlong robert patrick,action sci fi,imdb,"https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",action sci fi english 137.0 1 action sci fi a cyborg identical to the one who failed to kill sarah connor must now protect her teenage son john connor from a more advanced and powerful cyborg arnold schwarzenegger linda hamilton edward furlong robert patrick
nuovo cinema paradiso,drama romance,a filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema s projectionist,english,155.0,1,8.5,philippe noiret enzo cannavale antonella attili isa danieli,drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama romance english 155.0 1 drama romance a filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema s projectionist philippe noiret enzo cannavale antonella attili isa danieli
hotaru no haka,animation drama war,a young boy and his little sister struggle to survive in japan during world war ii,english,89.0,1,8.5,tsutomu tatsumi ayano shiraishi akemi yamaguchi yoshiko shinohara,animation drama war,imdb,"https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",animation drama war english 89.0 1 animation drama war a young boy and his little sister struggle to survive in japan during world war ii tsutomu tatsumi ayano shiraishi akemi yamaguchi yoshiko shinohara
back to the future,adventure comedy sci fi,marty mcfly a 17 year old high school student is accidentally sent thirty years into the past in a time traveling delorean invented by his close friend the eccentric scientist doc brown,english,116.0,1,8.5,michael j fox christopher lloyd lea thompson crispin glover,adventure comedy sci fi,imdb,"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",adventure comedy sci fi english 116.0 1 adventure comedy sci fi marty mcfly a 17 year old high school student is accidentally sent thirty years into the past in a time traveling delorean invented by his close friend the eccentric scientist doc brown michael j fox christopher lloyd lea thompson crispin glover
once upon a time in the west,western,a mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad,english,165.0,1,8.5,henry fonda charles bronson claudia cardinale jason robards,western,imdb,"https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",western english 165.0 1 western a mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad henry fonda charles bronson claudia cardinale jason robards
psycho,horror mystery thriller,a phoenix secretary embezzles 40 000 from her employer s client goes on the run and checks into a remote motel run by a young man under the domination of his mother,english,109.0,1,8.5,anthony perkins janet leigh vera miles john gavin,horror mystery thriller,imdb,"https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",horror mystery thriller english 109.0 1 horror mystery thriller a phoenix secretary embezzles 40 000 from her employer s client goes on the run and checks into a remote motel run by a young man under the domination of his mother anthony perkins janet leigh vera miles john gavin
casablanca,drama romance war,a cynical expatriate american cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the nazis in french morocco,english,102.0,1,8.5,humphrey bogart ingrid bergman paul henreid claude rains,drama romance war,imdb,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",drama romance war english 102.0 1 drama romance war a cynical expatriate american cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the nazis in french morocco humphrey bogart ingrid bergman paul henreid claude rains
modern times,comedy drama family,the tramp struggles to live in modern industrial society with the help of a young homeless woman,english,87.0,1,8.5,charles chaplin paulette goddard henry bergman tiny sandford,comedy drama family,imdb,"https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama family english 87.0 1 comedy drama family the tramp struggles to live in modern industrial society with the help of a young homeless woman charles chaplin paulette goddard henry bergman tiny sandford
city lights,comedy drama romance,with the aid of a wealthy erratic tippler a dewy eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically,english,87.0,1,8.5,charles chaplin virginia cherrill florence lee harry myers,comedy drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama romance english 87.0 1 comedy drama romance with the aid of a wealthy erratic tippler a dewy eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically charles chaplin virginia cherrill florence lee harry myers
capharna m,drama,while serving a five year sentence for a violent crime a 12 year old boy sues his parents for neglect,english,126.0,1,8.4,zain al rafeea yordanos shiferaw boluwatife treasure bankole kawsar al haddad,drama,imdb,"https://m.media-amazon.com/images/M/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 126.0 1 drama while serving a five year sentence for a violent crime a 12 year old boy sues his parents for neglect zain al rafeea yordanos shiferaw boluwatife treasure bankole kawsar al haddad
ayla the daughter of war,biography drama history,in 1950 amid st the ravages of the korean war sergeant s leyman stumbles upon a half frozen little girl with no parents and no help in sight frantic scared and on the verge of death see full summary,english,125.0,1,8.4,erdem can etin tekindor ismail hacioglu kyung jin lee,biography drama history,imdb,"https://m.media-amazon.com/images/M/MV5BNWJhMDlmZGUtYzcxNS00NDRiLWIwNjktNDY1Mjg3ZjBkYzY0XkEyXkFqcGdeQXVyMTU4MjUwMjI@._V1_UY98_CR2,0,67,98_AL_.jpg",biography drama history english 125.0 1 biography drama history in 1950 amid st the ravages of the korean war sergeant s leyman stumbles upon a half frozen little girl with no parents and no help in sight frantic scared and on the verge of death see full summary erdem can etin tekindor ismail hacioglu kyung jin lee
vikram vedha,action crime drama,vikram a no nonsense police officer accompanied by simon his partner is on the hunt to capture vedha a smuggler and a murderer vedha tries to change vikram s life which leads to a conflict,tamil,147.0,1,8.4,pushkar madhavan vijay sethupathi shraddha srinath,action crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BY2FiMTFmMzMtZDI2ZC00NDQyLWExYTUtOWNmZWM1ZDg5YjVjXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",action crime drama tamil 147.0 1 action crime drama vikram a no nonsense police officer accompanied by simon his partner is on the hunt to capture vedha a smuggler and a murderer vedha tries to change vikram s life which leads to a conflict pushkar madhavan vijay sethupathi shraddha srinath
kimi no na wa,animation drama fantasy,two strangers find themselves linked in a bizarre way when a connection forms will distance be the only thing to keep them apart,english,106.0,1,8.4,ry nosuke kamiki mone kamishiraishi ry narita aoi y ki,animation drama fantasy,imdb,"https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_UX67_CR0,0,67,98_AL_.jpg",animation drama fantasy english 106.0 1 animation drama fantasy two strangers find themselves linked in a bizarre way when a connection forms will distance be the only thing to keep them apart ry nosuke kamiki mone kamishiraishi ry narita aoi y ki
dangal,action biography drama,former wrestler mahavir singh phogat and his two wrestler daughters struggle towards glory at the commonwealth games in the face of societal oppression,hindi,161.0,1,8.4,aamir khan sakshi tanwar fatima sana shaikh sanya malhotra,action biography drama,imdb,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_UY98_CR1,0,67,98_AL_.jpg",action biography drama hindi 161.0 1 action biography drama former wrestler mahavir singh phogat and his two wrestler daughters struggle towards glory at the commonwealth games in the face of societal oppression aamir khan sakshi tanwar fatima sana shaikh sanya malhotra
spider man into the spider verse,animation action adventure,teen miles morales becomes the spider man of his universe and must join with five spider powered individuals from other dimensions to stop a threat for all realities,english,117.0,1,8.4,peter ramsey rodney rothman shameik moore jake johnson,animation action adventure,imdb,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",animation action adventure english 117.0 1 animation action adventure teen miles morales becomes the spider man of his universe and must join with five spider powered individuals from other dimensions to stop a threat for all realities peter ramsey rodney rothman shameik moore jake johnson
avengers endgame,action adventure drama,after the devastating events of avengers infinity war 2018 the universe is in ruins with the help of remaining allies the avengers assemble once more in order to reverse thanos actions and restore balance to the universe,english,181.0,1,8.4,joe russo robert downey jr chris evans mark ruffalo,action adventure drama,imdb,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure drama english 181.0 1 action adventure drama after the devastating events of avengers infinity war 2018 the universe is in ruins with the help of remaining allies the avengers assemble once more in order to reverse thanos actions and restore balance to the universe joe russo robert downey jr chris evans mark ruffalo
avengers infinity war,action adventure sci fi,the avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful thanos before his blitz of devastation and ruin puts an end to the universe,english,149.0,1,8.4,joe russo robert downey jr chris hemsworth mark ruffalo,action adventure sci fi,imdb,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure sci fi english 149.0 1 action adventure sci fi the avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful thanos before his blitz of devastation and ruin puts an end to the universe joe russo robert downey jr chris hemsworth mark ruffalo
coco,animation adventure family,aspiring musician miguel confronted with his family s ancestral ban on music enters the land of the dead to find his great great grandfather a legendary singer,english,105.0,1,8.4,adrian molina anthony gonzalez gael garc a bernal benjamin bratt,animation adventure family,imdb,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY98_CR1,0,67,98_AL_.jpg",animation adventure family english 105.0 1 animation adventure family aspiring musician miguel confronted with his family s ancestral ban on music enters the land of the dead to find his great great grandfather a legendary singer adrian molina anthony gonzalez gael garc a bernal benjamin bratt
django unchained,drama western,with the help of a german bounty hunter a freed slave sets out to rescue his wife from a brutal mississippi plantation owner,english,165.0,1,8.4,jamie foxx christoph waltz leonardo dicaprio kerry washington,drama western,imdb,"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",drama western english 165.0 1 drama western with the help of a german bounty hunter a freed slave sets out to rescue his wife from a brutal mississippi plantation owner jamie foxx christoph waltz leonardo dicaprio kerry washington
the dark knight rises,action adventure,eight years after the joker s reign of anarchy batman with the help of the enigmatic catwoman is forced from his exile to save gotham city from the brutal guerrilla terrorist bane,english,164.0,1,8.4,christian bale tom hardy anne hathaway gary oldman,action adventure,imdb,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure english 164.0 1 action adventure eight years after the joker s reign of anarchy batman with the help of the enigmatic catwoman is forced from his exile to save gotham city from the brutal guerrilla terrorist bane christian bale tom hardy anne hathaway gary oldman
3 idiots,comedy drama,two friends are searching for their long lost companion they revisit their college days and recall the memories of their friend who inspired them to think differently even as the rest of the world called them idiots,hindi,170.0,1,8.4,aamir khan madhavan mona singh sharman joshi,comedy drama,imdb,"https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg",comedy drama hindi 170.0 1 comedy drama two friends are searching for their long lost companion they revisit their college days and recall the memories of their friend who inspired them to think differently even as the rest of the world called them idiots aamir khan madhavan mona singh sharman joshi
